candidate_id,job_id,resume_category,job_title,tfidf_sim,bm25_sim,dense_sim,skill_overlap,category_align,length_penalty,base_score,review_minutes,eligible,must_have_hits,candidate_skill_set,job_skill_set,redundancy_cluster,score
70,1,Java Developer,Wordpress Developer,0.07024380226457055,0.9302021861076355,0.0,0.3333333333333333,0.3333333333333333,0.096,0.27291462075324346,7.452,1,2,"['css', 'java', 'javascript', 'mysql']","['communication', 'css', 'git', 'javascript']",70,0.7330625323312401
104,1,Python Developer,Wordpress Developer,0.06226918689402589,1.0,0.0,0.1875,0.3333333333333333,0.144,0.23666587637579906,6.072,1,3,"['agile', 'api', 'communication', 'css', 'django', 'git', 'html', 'jira', 'mongodb', 'mysql', 'python', 'rest api', 'scrum', 'sqlite', 'testing']","['communication', 'css', 'git', 'javascript']",104,0.6692463379368715
155,1,Blockchain,Wordpress Developer,0.07185735049752846,0.9731339812278748,0.0,0.125,0.3333333333333333,0.05,0.2274342726528253,6.6125,1,2,"['api', 'blockchain', 'c++', 'crm', 'css', 'erp', 'html', 'java', 'javascript', 'mysql', 'php', 'postgresql', 'react', 'sql']","['communication', 'css', 'git', 'javascript']",155,0.6529940282948401
149,1,DotNet Developer,Wordpress Developer,0.0756094802505397,0.9670347571372986,0.0,0.14285714285714285,0.3333333333333333,0.182,0.22522624518625867,7.9464999999999995,1,2,"['.net', 'agile', 'api', 'c#', 'crm', 'git', 'html', 'javascript', 'leadership', 'sql', 'testing', 'typescript']","['communication', 'css', 'git', 'javascript']",149,0.6491067788892525
35,1,Web Designing,Wordpress Developer,0.05287006065824716,0.8365770578384399,0.0,0.2,0.3333333333333333,0.052,0.22131354272323808,6.601,1,2,"['css', 'go', 'html', 'java', 'javascript', 'mysql', 'php', 'sql']","['communication', 'css', 'git', 'javascript']",35,0.6422184359886687
34,1,Web Designing,Wordpress Developer,0.04153070025845666,0.6479401588439941,0.0,0.25,0.3333333333333333,0.03,0.20755422185200517,6.727499999999999,1,1,['javascript'],"['communication', 'css', 'git', 'javascript']",34,0.6179950453434615
101,1,Python Developer,Wordpress Developer,0.05827952136278769,0.6245061755180359,0.0,0.15789473684210525,0.3333333333333333,0.19,0.17923420956191644,5.807499999999999,1,3,"['agile', 'api', 'communication', 'css', 'data science', 'django', 'erp', 'flask', 'git', 'html', 'java', 'mongodb', 'mysql', 'numpy', 'postgresql', 'python', 'sql', 'testing']","['communication', 'css', 'git', 'javascript']",101,0.5681374450156617
147,1,DotNet Developer,Wordpress Developer,0.039056926991982543,0.4898158013820648,0.0,0.2222222222222222,0.3333333333333333,0.186,0.1708096655664438,5.8305,1,2,"['.net', 'c#', 'crm', 'css', 'html', 'javascript', 'sql']","['communication', 'css', 'git', 'javascript']",147,0.5533059702561243
37,1,Web Designing,Wordpress Developer,0.041298199575584255,0.5979362726211548,0.0,0.125,0.3333333333333333,0.106,0.16438215517748567,6.290499999999999,1,1,"['agile', 'c++', 'java', 'javascript', 'r']","['communication', 'css', 'git', 'javascript']",37,0.5419902885822285
150,1,DotNet Developer,Wordpress Developer,0.0916123801596952,0.8759670853614807,0.0,0.2,0.3333333333333333,1.456,0.16039665938669803,15.271999999999998,1,2,"['.net', 'c#', 'css', 'html', 'javascript', 'oop', 'sql', 'testing']","['communication', 'css', 'git', 'javascript']",150,0.5349737924659905
