candidate_id,job_id,resume_category,job_title,tfidf_sim,bm25_sim,dense_sim,skill_overlap,category_align,length_penalty,base_score,review_minutes,eligible,must_have_hits,candidate_skill_set,job_skill_set,redundancy_cluster,score
70,1,Java Developer,Wordpress Developer,0.07024380226457055,0.9302021861076355,0.0,0.3333333333333333,0.3333333333333333,0.096,0.27291462075324346,7.452,1,2,"['css', 'java', 'javascript', 'mysql']","['communication', 'css', 'git', 'javascript']",70,0.7330625323312401
104,1,Python Developer,Wordpress Developer,0.06226918689402589,1.0,0.0,0.1875,0.3333333333333333,0.144,0.23666587637579906,6.072,1,3,"['agile', 'api', 'communication', 'css', 'django', 'git', 'html', 'jira', 'mongodb', 'mysql', 'python', 'rest api', 'scrum', 'sqlite', 'testing']","['communication', 'css', 'git', 'javascript']",104,0.6692463379368715
155,1,Blockchain,Wordpress Developer,0.07185735049752846,0.9731339812278748,0.0,0.125,0.3333333333333333,0.05,0.2274342726528253,6.6125,1,2,"['api', 'blockchain', 'c++', 'crm', 'css', 'erp', 'html', 'java', 'javascript', 'mysql', 'php', 'postgresql', 'react', 'sql']","['communication', 'css', 'git', 'javascript']",155,0.6529940282948401
69,1,Java Developer,Wordpress Developer,0.05234883963140385,0.514901340007782,0.0,0.2222222222222222,0.3333333333333333,0.666,0.15140004826845213,3.0704999999999996,1,2,"['css', 'html', 'java', 'javascript', 'mongodb', 'mysql', 'testing']","['communication', 'css', 'git', 'javascript']",69,0.5191351891192284
60,1,Java Developer,Wordpress Developer,0.02242503440560432,0.14803993701934814,0.0,0.4,0.3333333333333333,0.926,0.12363547562367852,1.5755,1,2,"['communication', 'java', 'javascript']","['communication', 'css', 'git', 'javascript']",60,0.4702554445761885
35,2,Web Designing,Backend Developer,0.11136683299770544,0.8122228980064392,0.0,0.36363636363636365,0.3333333333333333,0.052,0.28901494881179257,6.601,1,3,"['css', 'go', 'html', 'java', 'javascript', 'mysql', 'php', 'sql']","['css', 'html', 'javascript', 'optimization', 'php', 'problem solving', 'python']",35,0.7614072842073024
149,2,DotNet Developer,Backend Developer,0.11048941916732975,0.92821204662323,0.0,0.11764705882352941,0.3333333333333333,0.182,0.2307552687558902,7.9464999999999995,1,2,"['.net', 'agile', 'api', 'c#', 'crm', 'git', 'html', 'javascript', 'leadership', 'sql', 'testing', 'typescript']","['css', 'html', 'javascript', 'optimization', 'php', 'problem solving', 'python']",149,0.6588406675794827
155,2,Blockchain,Backend Developer,0.07986616303331043,0.6792625188827515,0.0,0.23529411764705882,0.3333333333333333,0.05,0.22469039777682112,6.6125,1,3,"['api', 'blockchain', 'c++', 'crm', 'css', 'erp', 'html', 'java', 'javascript', 'mysql', 'php', 'postgresql', 'react', 'sql']","['css', 'html', 'javascript', 'optimization', 'php', 'problem solving', 'python']",155,0.648163415387049
145,2,DotNet Developer,Backend Developer,0.09643917110662739,0.49256810545921326,0.0,0.2727272727272727,0.3333333333333333,0.69,0.18157473236204433,2.9324999999999997,1,3,"['.net', 'c#', 'c++', 'css', 'html', 'javascript', 'sql']","['css', 'html', 'javascript', 'optimization', 'php', 'problem solving', 'python']",145,0.5722579534791314
114,3,Network Security Engineer,iOS Developer,0.028956096681594583,0.7991635203361511,0.0,0.2,0.0,0.25,0.14679854884750354,5.4624999999999995,1,1,"['ios', 'network security', 'problem solving', 'r']","['ios', 'swift']",114,0.5110342138552258
